Time,Goal_Position_0,Goal_Position_1,Present_Position_0,Present_Position_1
1746284805.1243904,-140359.9099538482,15579.950004877152,-67839,16087
1746284805.1564958,-133879.19033062737,14860.590126699639,-77319,15505
1746284805.188381,-126029.90879355432,13989.31987608453,-84965,14787
1746284805.2206993,-116818.43018696787,12966.845750753433,-96208,13938
1746284805.252409,-106613.28527018242,11834.074664990248,-105231,12936
1746284805.2845688,-95244.2149831451,10572.107863129106,-106706,11779
1746284805.316537,-82913.63151837801,9203.413098539959,-105444,10665
1746284805.3485332,-69681.19072330862,7734.612170287257,-103810,9188
1746284805.3803391,-55876.14962612162,6202.252608499501,-98959,7898
1746284805.4123938,-41424.15439166241,4598.081137474527,-93030,6259
1746284805.444589,-26563.441459031823,2948.5420019525322,-85067,4764
1746284805.4763913,-11439.162380706843,1269.7470242584595,-75487,3114
1746284805.5084102,3799.1181145803544,-421.70211071841936,-67980,1458
1746284805.540384,19002.887468917772,-2109.3205090498727,-56832,-214
1746284805.5725718,34039.01712956996,-3778.3309013822663,-47307,-1918
1746284805.6045566,48684.120192026654,-5403.937341314958,-37906,-3609
1746284805.636696,62991.77940068054,-6992.087513475541,-28458,-5213
1746284805.668372,76397.12816090584,-8480.081225860547,-18718,-6820
1746284805.7003884,89174.72839268624,-9898.394851588173,-9544,-8375
1746284805.7329226,101210.3641853887,-11234.350424578146,-127,-9810
1746284805.764601,111947.20797690251,-12426.14008543618,9365,-11176
1746284805.796403,121615.34587304425,-13499.303391907912,18770,-12445
1746284805.828404,130108.2098549977,-14442.011293904743,28229,-13518
1746284805.8603828,137281.44654548453,-15238.240566548782,37714,-14493
1746284805.892506,143091.22126976328,-15883.125560943723,47110,-15302
1746284805.9245365,147420.1094994334,-16363.632154437108,56607,-15919
1746284805.9564054,150278.44661751224,-16680.90757454386,66026,-16410
1746284805.9885266,151621.2979060891,-16829.964067575893,75509,-16707
1746284806.0205522,151424.2889848454,-16808.096077317838,84923,-16830
1746284806.0525296,149698.21693318125,-16616.50207958312,94413,-16803
1746284806.0843954,146475.75039699074,-16258.808294065973,103849,-16574
1746284806.1163585,141770.5111225363,-15736.526734601528,113302,-16210
1746284806.148593,135583.0157001442,-15049.714742716007,122679,-15676
1746284806.1804059,128115.60707701636,-14220.832385548816,130154,-14970
1746284806.212404,119303.04202029636,-13242.637664252896,135737,-14148
1746284806.2444024,109292.54852826468,-12131.472886637379,139490,-13189
1746284806.2765913,98127.23320944763,-10892.122886248688,141197,-12107
1746284806.3084009,86083.27082655358,-9555.243061747446,141503,-10911
1746284806.3405097,73111.40751386451,-8115.366234038961,139746,-9596
1746284806.3723872,59395.452139144734,-6592.895187445065,135993,-8205
1746284806.404607,44984.015069008296,-4993.225672659921,130488,-6703
1746284806.4363728,30319.496282436714,-3365.4640873504754,123160,-5125
1746284806.4686177,15132.855454175626,-1679.7469554134943,115770,-3514
1746284806.500546,15.91039184593441,-1.7660534948987194,104568,-1884
1746284806.532402,-15218.114598441283,1689.2107204269826,95216,-178
1746284806.564348,-30277.069362541664,3360.754699242125,85783,1470
1746284806.5963418,-45045.44242426631,5000.04410909356,76237,3179
1746284806.628476,-59412.183880522054,6594.752410737948,66907,4834
1746284806.6603308,-73062.00994297703,8109.8831036704505,57429,6425
1746284806.6923525,-86047.23738348042,9551.243349566326,47986,8000
1746284806.7243526,-98156.787607345,10895.403424415295,38509,9448
